Transaction_Amount,Account_Balance,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Merchant_Category_Electronics,Merchant_Category_Grocery,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Debit,Card_Type_Prepaid,Authentication_Method_OTP,Authentication_Method_PIN,Fraud_Label
164.2,44590.2,0,16,312.55,1,40,6.69,0.585,0,0,1,1,0,0,0,1,0,0,1,0,1,0
145.23,44860.83,0,6,274.97,4,173,23.38,0.549,0,1,0,1,0,0,1,0,0,1,0,0,0,0
70.77,42931.05,0,10,332.82,3,137,18.5,0.482,1,0,0,1,0,1,0,0,0,0,0,1,0,0
51.47,39290.0,0,10,123.91,1,189,3.33,0.864,0,1,0,1,0,1,0,0,0,0,1,0,1,0
54.87,17680.06,0,4,103.86,2,28,9.21,0.647,0,0,0,1,0,0,1,0,0,0,1,0,1,0
50.25,8729.58,1,13,26.36,4,184,0.21,0.872,0,1,0,1,0,0,0,0,0,0,0,0,1,1
84.84,44755.86,0,5,490.3,3,126,1.33,0.974,0,0,0,1,0,0,0,0,1,1,0,0,1,1
42.61,76741.68,1,14,470.96,3,65,7.19,0.041,0,1,0,1,0,0,0,0,0,0,1,0,0,1
8.36,1307.98,0,10,117.53,2,110,7.8,0.415,1,1,0,1,0,0,0,1,0,0,0,1,0,0
51.08,27043.91,0,2,124.43,2,210,1.54,0.001,1,1,0,1,0,0,0,0,1,1,0,1,0,0
113.41,41735.21,0,12,463.67,3,104,3.39,0.829,0,1,0,1,0,1,0,0,0,0,0,0,0,0
10.96,1115.84,0,1,480.21,3,215,0.84,0.863,0,0,1,0,0,0,1,0,0,1,0,0,1,0
110.14,30856.24,0,5,84.02,1,30,2.71,0.24,0,0,1,1,0,0,0,1,0,1,0,1,0,1
266.13,30865.24,0,4,329.67,4,195,6.83,0.888,1,0,1,1,0,0,1,0,0,0,1,0,0,0
22.79,98407.56,0,14,236.4,4,131,1.74,0.816,1,0,0,0,0,0,0,1,0,0,1,0,0,0
29.61,96221.95,0,2,289.34,4,136,4.66,0.473,1,0,1,1,0,0,0,0,0,1,0,1,0,0
333.64,67313.61,1,10,53.17,0,159,1.46,0.317,1,1,0,1,0,0,0,1,0,1,0,0,0,0
64.55,81560.79,0,5,416.38,1,179,2.22,0.843,1,1,0,1,0,0,0,1,0,0,0,0,0,1
54.37,31937.15,0,5,421.11,4,229,0.37,0.855,0,1,0,0,0,0,1,0,0,0,1,0,1,1
25.0,64462.82,0,10,16.78,2,178,0.58,0.869,1,0,0,1,0,0,0,1,0,1,0,0,0,0
213.79,2017.59,0,10,46.67,2,79,1.37,0.458,1,1,0,0,1,0,0,0,0,1,0,0,0,0
196.96,95794.8,1,8,383.64,2,96,0.67,0.011,0,1,0,1,0,0,0,0,1,1,0,0,0,0
22.08,22620.5,0,2,175.18,0,51,6.44,0.949,1,1,0,1,0,1,0,0,0,0,0,1,0,1
47.56,17036.46,0,13,48.0,0,129,1.34,0.345,0,1,0,1,0,0,0,0,0,0,1,0,0,1
31.6,2673.8,0,7,367.86,2,205,7.19,0.052,0,0,0,0,1,1,0,0,0,0,1,1,0,0
50.67,74326.76,0,4,93.57,0,103,9.16,0.518,1,0,1,1,0,0,0,0,0,0,0,1,0,0
115.74,11940.08,0,7,487.69,2,106,6.6,0.817,0,1,0,0,0,0,0,1,0,0,0,0,1,1
35.0,45420.52,0,12,403.74,4,207,3.61,0.932,0,0,1,0,1,1,0,0,0,0,1,1,0,1
19.79,46268.63,0,16,107.45,1,22,0.26,0.951,1,1,0,0,0,0,0,0,1,0,0,0,0,1
83.24,8522.83,0,9,483.85,0,145,10.02,0.026,0,0,1,1,0,1,0,0,0,0,0,0,1,0
113.84,26990.59,0,17,202.09,4,206,20.59,0.567,1,0,1,0,0,1,0,0,0,0,1,0,0,0
364.67,88882.16,0,16,67.39,4,7,0.32,0.468,0,1,0,1,0,0,1,0,0,1,0,1,0,0
177.6,57795.46,0,6,353.16,2,161,10.78,0.517,0,0,1,1,0,0,1,0,0,1,0,0,1,0
327.73,63471.4,0,18,44.83,0,48,0.57,0.474,0,0,0,0,1,1,0,0,0,1,0,1,0,0
7.59,60034.24,0,13,178.06,2,12,6.6,0.579,0,0,0,1,0,0,1,0,0,0,0,0,1,0
270.97,81832.2,0,7,158.49,2,189,5.7,0.828,0,1,0,0,0,0,1,0,0,0,1,0,1,1
128.81,95857.05,0,7,171.09,4,37,0.08,0.088,1,1,0,1,0,0,1,0,0,0,0,0,0,0
60.56,19503.09,0,9,104.63,0,103,2.65,0.094,0,1,0,1,0,1,0,0,0,0,0,0,0,0
280.01,29783.17,0,5,483.79,2,170,1.9,0.462,1,0,1,0,0,0,0,1,0,0,1,1,0,0
118.84,24433.59,0,16,475.59,1,37,6.68,0.881,0,1,0,0,0,0,1,0,0,0,0,0,1,0
144.11,6290.63,1,5,472.59,4,143,1.31,0.198,0,0,0,1,0,0,0,0,1,0,0,1,0,1
17.11,91201.77,0,18,219.85,1,225,4.36,0.874,0,1,0,1,0,0,0,1,0,1,0,0,1,0
11.37,81098.24,1,7,299.92,1,113,3.33,0.983,1,0,0,0,0,1,0,0,0,1,0,0,0,1
6.88,33098.41,0,15,299.76,0,160,5.36,0.548,0,1,0,1,0,0,0,1,0,0,0,0,0,0
193.89,19237.78,0,9,249.18,4,225,5.52,0.514,1,0,0,1,0,1,0,0,0,0,0,0,1,0
196.14,42367.31,1,5,322.44,4,145,2.07,0.511,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24.44,82653.26,0,7,467.2,2,92,7.42,0.642,0,1,0,0,0,0,1,0,0,1,0,0,0,0
33.93,42528.03,0,11,126.69,3,220,0.38,0.176,1,1,0,0,1,0,1,0,0,0,0,0,0,0
51.57,10342.72,0,17,296.27,2,201,5.24,0.163,1,1,0,1,0,1,0,0,0,0,0,1,0,1
171.21,38054.64,1,1,161.47,1,233,4.97,0.74,1,0,1,1,0,1,0,0,0,0,1,0,0,1
105.37,51955.22,0,2,308.73,0,161,3.59,0.663,1,1,0,0,0,0,1,0,0,0,1,0,0,0
75.98,399.81,0,7,454.2,0,170,1.71,0.042,0,1,0,1,0,0,1,0,0,1,0,0,0,0
36.55,17570.94,0,4,431.11,1,138,3.2,0.423,0,0,1,1,0,0,0,0,0,1,0,0,0,0
28.07,68235.7,0,13,186.54,4,104,5.33,0.87,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.36,78579.11,0,7,172.93,0,23,0.56,0.24,0,0,1,0,1,0,1,0,0,0,1,0,0,1
10.05,72830.28,0,17,11.52,0,20,18.02,0.282,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.77,56185.43,0,12,482.9,4,230,2.22,0.905,1,1,0,1,0,1,0,0,0,0,0,0,1,0
57.98,1300.93,0,9,228.38,4,41,6.4,0.44,0,0,1,0,0,1,0,0,0,0,0,0,0,0
120.67,37686.15,0,19,273.28,0,160,3.55,0.225,1,1,0,1,0,0,1,0,0,1,0,0,0,0
24.85,57183.08,0,19,305.89,3,164,1.04,0.78,0,1,0,1,0,0,0,1,0,0,1,1,0,0
5.11,96118.06,0,13,162.76,2,143,1.66,0.899,0,0,1,1,0,0,0,1,0,0,0,1,0,0
50.24,5348.14,0,16,325.78,2,12,4.86,0.844,1,1,0,1,0,1,0,0,0,0,0,1,0,1
110.76,35083.44,0,17,344.99,1,219,6.92,0.699,0,1,0,1,0,0,0,1,0,0,0,1,0,1
304.91,31242.68,0,10,275.37,4,54,5.06,0.9,0,0,1,1,0,0,1,0,0,0,0,0,0,1
90.04,21756.96,0,6,32.57,1,232,4.25,0.987,0,0,0,0,1,0,1,0,0,1,0,1,0,0
184.81,17907.48,0,13,412.7,0,86,4.6,0.958,0,1,0,1,0,0,1,0,0,0,0,0,1,0
68.51,79200.56,0,12,273.2,1,55,5.16,0.797,1,1,0,1,0,0,1,0,0,0,1,0,1,0
33.66,84734.3,1,18,130.89,3,236,2.13,0.208,0,0,1,1,0,0,0,1,0,1,0,0,0,1
165.01,48350.76,0,13,335.73,1,120,5.51,0.017,1,1,0,1,0,0,0,0,0,0,1,0,1,0
34.98,71805.19,0,1,283.69,1,43,4.56,0.88,0,1,0,1,0,0,0,1,0,0,1,0,1,1
165.5,77526.73,0,5,300.96,3,69,2.0,0.649,1,1,0,0,0,0,0,0,1,1,0,0,0,0
13.73,94599.59,0,8,222.03,4,3,0.58,0.707,0,0,0,0,1,0,0,1,0,0,1,1,0,0
90.79,3337.4,0,3,180.78,1,135,10.94,0.649,1,1,0,1,0,0,0,0,0,1,0,0,0,0
99.8,95917.52,1,10,160.06,3,68,8.23,0.153,0,0,0,1,0,0,0,1,0,0,1,0,1,1
35.41,85848.47,0,1,150.51,3,63,8.55,0.786,0,1,0,1,0,1,0,0,0,0,1,0,0,0
98.96,10176.98,1,18,91.5,1,188,5.5,0.628,0,1,0,0,0,0,0,0,1,0,1,0,0,0
61.8,45254.89,0,6,246.55,3,2,0.42,0.652,0,1,0,1,0,1,0,0,0,0,0,1,0,0
36.59,68823.89,0,13,134.84,4,79,0.14,0.854,0,1,0,0,0,0,0,1,0,0,1,0,1,1
33.0,95239.2,0,8,446.63,3,82,6.66,0.665,1,0,0,1,0,0,0,1,0,1,0,1,0,0
17.76,46848.74,0,11,158.15,0,113,13.06,0.758,1,1,0,1,0,0,0,1,0,0,1,1,0,0
15.18,82998.42,0,17,382.68,3,56,7.38,0.668,0,1,0,1,0,0,0,0,0,0,0,1,0,0
54.39,58040.97,0,10,324.78,2,154,5.01,0.878,0,1,0,1,0,0,0,1,0,0,1,0,0,0
245.52,86922.7,0,16,103.68,1,163,9.33,0.656,1,0,0,1,0,1,0,0,0,0,1,0,1,0
98.25,29212.5,0,7,166.12,0,78,1.35,0.368,0,0,0,1,0,0,0,0,1,0,0,0,1,0
67.4,32107.89,0,10,481.06,2,15,11.14,0.266,1,1,0,1,0,0,0,0,1,1,0,0,0,0
24.72,85697.57,0,2,76.78,2,77,14.73,0.45,0,1,0,1,0,0,0,1,0,0,0,0,1,0
38.47,97817.11,0,2,483.26,4,165,2.5,0.889,0,1,0,1,0,0,1,0,0,0,1,0,0,0
462.29,55992.06,0,14,212.8,1,45,2.82,0.608,0,1,0,0,0,1,0,0,0,0,0,1,0,0
80.74,17610.2,0,1,479.02,4,171,2.82,0.211,1,0,1,1,0,0,0,1,0,0,0,0,0,0
65.25,21090.44,0,17,197.76,0,1,7.71,0.893,0,0,0,0,1,0,0,0,1,0,0,0,1,0
138.4,81931.41,0,15,352.65,0,147,13.72,0.717,0,0,1,0,0,0,0,0,0,0,0,0,1,1
93.63,80541.81,0,2,56.06,0,123,3.49,0.779,0,0,0,1,0,0,0,0,0,0,1,1,0,1
10.6,81036.62,0,3,129.77,3,19,2.26,0.094,1,1,0,1,0,0,0,0,0,1,0,0,0,0
43.78,79183.29,0,10,231.55,4,134,2.11,0.07,0,1,0,0,1,0,0,0,1,1,0,0,1,0
222.91,97052.24,0,15,102.71,0,88,4.51,0.609,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.77,78060.6,0,10,386.9,2,81,10.36,0.807,0,1,0,0,0,0,0,0,1,1,0,1,0,1
23.98,54940.59,0,10,88.47,3,225,3.18,0.779,0,1,0,1,0,1,0,0,0,0,0,0,1,0
62.06,99038.71,0,1,495.32,1,238,1.69,0.943,0,1,0,1,0,0,0,0,1,1,0,1,0,1
102.88,85487.03,0,7,95.21,3,54,5.74,0.865,1,0,0,1,0,1,0,0,0,0,0,1,0,0
501.86,91932.49,1,15,273.38,2,156,0.08,0.946,1,0,1,1,0,0,0,1,0,0,1,1,0,1
40.88,36215.76,0,1,433.96,2,29,4.7,0.095,1,1,0,0,1,1,0,0,0,1,0,0,0,0
6.52,69984.17,0,14,103.32,4,42,5.5,0.729,1,1,0,1,0,1,0,0,0,0,0,0,0,1
122.71,86626.13,0,18,219.58,0,104,0.81,0.898,0,1,0,1,0,1,0,0,0,1,0,1,0,0
3.53,63851.28,0,6,64.13,4,154,5.39,0.513,0,1,0,1,0,0,1,0,0,0,1,1,0,0
51.85,34759.81,0,10,453.05,2,4,5.49,0.999,0,0,1,1,0,0,0,0,0,0,0,0,0,0
162.85,10927.58,0,16,96.31,1,59,0.1,0.659,0,1,0,0,0,0,0,0,0,0,1,0,1,0
182.2,53480.09,0,5,27.02,3,180,0.59,0.725,0,0,1,0,0,0,0,1,0,1,0,0,1,0
84.93,58660.39,1,5,332.27,3,233,0.03,0.857,0,0,1,0,0,0,0,1,0,0,0,0,0,1
109.17,59377.54,1,3,412.16,1,169,0.74,0.672,0,1,0,1,0,0,0,0,1,0,0,1,0,1
139.18,2129.87,0,14,140.52,4,114,5.58,0.136,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9.73,2479.17,0,2,168.83,4,131,2.73,0.879,0,0,1,1,0,1,0,0,0,1,0,1,0,0
7.39,75156.67,1,16,148.57,2,100,4.79,0.891,0,1,0,0,0,0,0,0,1,1,0,0,1,1
39.1,4577.3,0,1,284.27,4,191,7.8,0.665,0,0,1,0,0,0,0,1,0,0,0,0,1,1
156.05,31013.6,0,12,435.23,0,167,0.69,0.902,0,0,1,1,0,0,0,0,1,0,0,1,0,1
81.54,44540.02,0,10,494.92,2,75,0.69,0.85,1,1,0,0,0,1,0,0,0,0,0,0,0,1
35.62,33832.11,0,9,33.95,3,215,2.21,0.957,0,0,0,1,0,0,0,0,0,1,0,1,0,1
26.7,39458.61,0,3,23.38,3,52,2.58,0.809,0,0,1,1,0,0,0,0,1,0,0,0,0,1
151.25,13900.13,0,12,480.45,3,206,9.72,0.181,0,1,0,0,1,0,1,0,0,0,0,1,0,0
272.03,92363.96,0,4,187.69,0,220,10.91,0.376,1,1,0,1,0,0,0,0,0,1,0,1,0,0
162.16,97176.84,1,2,234.18,1,164,4.07,0.184,0,1,0,1,0,0,0,1,0,0,0,1,0,0
262.61,22569.62,0,12,51.9,0,203,16.23,0.419,0,0,1,1,0,1,0,0,0,0,1,1,0,0
15.08,74112.22,0,7,192.19,2,159,3.89,0.299,0,0,0,1,0,0,1,0,0,0,1,0,1,0
176.38,35491.97,0,3,102.64,0,16,3.33,0.865,1,0,0,0,0,0,0,0,0,0,0,0,1,1
118.37,33748.17,0,6,251.71,0,155,0.84,0.489,0,1,0,1,0,0,0,0,0,0,1,0,0,1
120.98,28166.05,0,7,416.19,0,172,2.58,0.997,0,0,1,1,0,0,0,0,0,0,0,0,0,0
117.29,10726.96,1,1,365.2,2,142,4.42,0.384,1,1,0,1,0,0,0,1,0,1,0,1,0,1
145.75,3751.24,0,16,425.06,3,208,13.03,0.482,0,1,0,1,0,1,0,0,0,0,0,1,0,1
63.41,70036.22,0,13,459.51,3,129,17.09,0.14,1,0,0,0,0,0,1,0,0,0,0,1,0,0
139.76,73427.67,0,9,215.8,1,112,0.87,0.511,0,1,0,0,0,0,1,0,0,1,0,1,0,0
407.93,37380.05,1,14,156.89,1,56,12.57,0.462,0,1,0,1,0,0,0,1,0,0,1,0,1,1
576.0,33294.29,0,3,303.83,2,235,5.43,0.624,0,1,0,1,0,1,0,0,0,1,0,1,0,1
35.14,53423.27,1,8,268.66,1,110,11.62,0.277,0,0,1,0,0,0,0,1,0,0,0,1,0,0
21.68,61379.53,0,14,406.73,3,112,11.07,0.428,0,1,0,1,0,0,0,0,1,0,1,1,0,0
80.53,67864.66,0,6,68.85,4,179,3.82,0.853,0,0,0,1,0,1,0,0,0,0,1,0,0,1
71.5,20039.18,0,16,101.49,0,108,10.43,0.851,0,0,1,1,0,0,0,0,1,0,1,1,0,0
205.19,31183.01,0,17,421.37,3,209,5.41,0.981,0,1,0,1,0,0,0,1,0,0,0,0,1,0
52.31,33800.91,0,6,480.85,3,214,0.28,0.024,1,0,1,1,0,0,0,0,1,0,0,0,0,0
394.31,50963.52,1,19,324.12,1,142,1.62,0.413,1,1,0,1,0,0,0,0,0,0,0,0,1,1
15.7,42906.16,0,13,329.18,0,13,6.91,0.876,0,0,1,1,0,0,0,1,0,0,1,0,1,1
154.31,13687.15,0,8,25.03,2,211,1.61,0.204,1,0,0,1,0,0,1,0,0,0,1,0,0,0
243.12,3337.8,0,7,169.97,1,210,2.15,0.023,1,1,0,0,1,0,0,0,0,0,0,0,1,0
31.63,51772.7,0,9,160.98,1,39,13.25,0.147,1,0,1,1,0,1,0,0,0,0,1,0,1,0
14.46,63034.55,0,2,428.3,4,130,4.73,0.273,0,1,0,1,0,0,1,0,0,0,1,0,0,0
64.55,81560.79,0,5,416.38,1,179,2.22,0.843,1,1,0,1,0,0,0,1,0,0,0,0,0,1
73.92,14739.78,1,7,171.4,2,98,3.25,0.014,0,1,0,0,1,0,0,1,0,0,0,1,0,1
61.68,11978.38,0,8,191.18,1,166,8.38,0.415,0,1,0,0,0,0,0,0,1,0,1,0,0,1
97.24,62422.35,0,9,93.85,0,41,16.56,0.975,1,1,0,0,0,1,0,0,0,0,0,0,1,0
105.07,75124.93,0,14,385.08,4,48,15.58,0.436,0,0,0,1,0,1,0,0,0,0,1,1,0,1
146.96,95183.26,0,19,236.47,2,182,4.99,0.94,0,0,0,0,0,0,0,0,0,1,0,1,0,1
384.69,99816.58,0,11,58.57,4,146,5.54,0.806,0,0,1,1,0,0,0,1,0,1,0,1,0,1
43.85,3734.97,0,4,280.34,1,50,1.75,0.129,0,1,0,1,0,0,0,0,1,0,0,0,0,0
49.7,41028.32,0,12,135.43,4,147,18.52,0.351,0,0,1,0,0,0,0,0,1,0,1,0,0,0
17.99,79548.23,0,7,114.39,4,200,10.38,0.16,0,1,0,0,0,1,0,0,0,0,1,0,0,0
232.28,65738.84,0,4,61.58,2,209,1.57,0.672,0,1,0,1,0,0,0,1,0,0,0,1,0,0
176.69,55749.58,0,2,346.13,0,212,2.71,0.506,0,1,0,1,0,0,0,0,0,0,1,0,1,1
67.1,42930.27,1,7,102.94,4,2,0.68,0.768,0,0,0,1,0,0,0,0,1,0,1,1,0,0
286.13,85537.81,1,12,60.57,2,225,6.71,0.902,0,1,0,0,0,0,0,1,0,0,0,0,1,1
70.27,40782.05,0,11,82.58,4,223,32.45,0.649,0,1,0,0,1,0,0,0,1,1,0,0,0,0
240.2,25550.04,0,1,372.26,0,76,0.71,0.183,0,0,1,1,0,0,0,0,1,0,1,0,1,1
144.11,6290.63,1,5,472.59,4,143,1.31,0.198,0,0,0,1,0,0,0,0,1,0,0,1,0,1
34.54,59589.51,0,13,495.01,3,231,0.81,0.995,0,0,1,0,0,1,0,0,0,0,1,0,0,0
146.32,75997.24,0,19,186.58,1,178,8.99,0.452,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6.82,5879.75,0,11,126.49,3,74,0.28,0.639,0,1,0,1,0,1,0,0,0,0,1,0,1,0
100.32,1466.65,0,11,465.91,4,87,3.97,0.256,0,1,0,1,0,1,0,0,0,0,0,0,1,1
43.92,93981.66,0,3,57.75,3,138,9.28,0.814,0,1,0,1,0,0,1,0,0,0,1,0,0,0
59.65,12785.71,0,4,86.36,3,189,14.76,0.943,0,1,0,1,0,0,1,0,0,1,0,0,0,1
29.73,31275.26,0,6,423.82,2,102,4.67,0.503,0,1,0,1,0,0,0,0,1,0,1,1,0,1
56.52,1206.25,1,19,239.34,0,109,14.88,0.994,0,0,1,0,0,0,0,0,1,1,0,1,0,1
14.27,26030.57,0,19,383.53,1,9,1.51,0.73,0,1,0,0,1,0,0,1,0,1,0,0,0,1
65.83,19983.21,0,10,367.78,3,61,1.63,0.242,0,0,1,1,0,0,0,0,0,0,0,0,1,0
99.5,41397.88,0,2,355.26,0,65,0.19,0.341,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33.01,97451.39,0,14,70.19,1,225,4.02,0.092,0,0,1,1,0,0,0,1,0,0,0,0,1,0
54.94,37869.17,0,15,489.07,4,149,5.65,0.874,0,0,0,0,0,0,0,1,0,0,0,0,1,1
109.72,97827.22,0,9,467.05,1,225,0.63,0.407,0,1,0,1,0,0,0,0,1,1,0,1,0,0
7.4,86463.71,0,14,358.42,1,131,1.0,0.021,1,0,0,1,0,0,0,1,0,1,0,1,0,0
38.55,22383.52,0,13,167.01,0,103,2.03,0.122,0,0,0,1,0,0,0,1,0,0,0,1,0,0
81.75,47155.4,0,3,154.46,0,130,7.21,0.118,0,1,0,1,0,0,0,0,0,0,0,0,1,0
35.23,64826.99,0,4,308.58,4,116,5.39,0.156,1,0,1,1,0,0,1,0,0,0,1,0,0,0
143.5,44096.34,1,17,371.72,3,151,9.44,0.307,1,1,0,1,0,0,0,0,0,0,1,0,0,1
21.87,22752.83,0,10,436.34,2,206,4.6,0.339,0,1,0,0,0,0,0,0,0,0,0,1,0,0
235.96,80858.16,1,8,124.4,1,229,11.26,0.202,0,1,0,1,0,1,0,0,0,0,0,0,1,0
120.72,43390.0,0,10,383.1,4,184,7.54,0.628,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7.41,86645.33,0,6,262.27,0,111,0.84,0.5,1,0,1,0,0,0,1,0,0,1,0,0,1,0
119.92,9257.47,1,15,53.54,1,144,0.65,0.11,0,1,0,0,1,0,0,1,0,0,0,0,1,1
119.92,9257.47,1,15,53.54,1,144,0.65,0.11,0,1,0,0,1,0,0,1,0,0,0,0,1,1
16.16,32639.21,0,12,222.4,1,223,2.47,0.732,0,0,1,1,0,1,0,0,0,0,1,0,1,1
83.54,57171.24,0,17,385.58,3,72,1.31,0.418,0,1,0,1,0,0,1,0,0,1,0,0,1,0
122.65,28386.43,0,7,85.26,3,140,13.54,0.71,1,0,0,0,0,0,0,1,0,0,0,1,0,0
32.18,75537.14,0,9,45.01,4,63,0.12,0.24,0,0,1,1,0,0,0,0,1,1,0,0,0,0
220.19,45386.63,0,17,440.01,4,217,2.16,0.453,0,1,0,1,0,0,0,0,1,0,1,1,0,1
1.99,90292.94,0,5,373.99,4,190,0.79,0.825,0,1,0,1,0,0,0,0,1,1,0,0,0,1
73.81,77398.8,0,8,18.8,0,104,2.29,0.697,0,0,1,0,1,0,0,0,1,1,0,0,1,0
45.32,63436.75,0,18,356.83,0,128,3.94,0.871,0,1,0,1,0,0,0,1,0,0,1,0,0,0
76.17,67071.81,0,1,474.16,2,208,6.48,0.404,1,0,0,1,0,0,0,1,0,1,0,0,0,0
54.94,37869.17,0,15,489.07,4,149,5.65,0.874,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2.28,41554.38,0,18,213.8,1,77,3.92,0.747,0,0,0,1,0,0,1,0,0,0,1,0,0,1
108.53,28751.1,0,11,40.3,1,172,0.81,0.832,0,1,0,0,1,0,0,0,0,0,0,1,0,0
32.99,8373.02,0,6,12.94,4,225,5.17,0.423,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45.36,43383.88,0,2,178.53,0,31,0.4,0.1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
205.47,44121.5,1,15,229.46,2,156,6.73,0.602,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0.81,87809.35,0,10,475.78,0,64,1.17,0.086,0,0,0,0,0,1,0,0,0,0,1,0,1,0
56.57,21254.02,0,5,358.5,0,215,6.75,0.098,0,0,1,1,0,0,0,0,1,0,1,0,0,1
60.0,64585.51,0,19,483.76,2,46,4.66,0.378,0,1,0,0,0,0,1,0,0,0,1,1,0,0
159.66,38591.64,1,9,206.03,1,190,4.13,0.014,1,0,0,1,0,1,0,0,0,0,1,1,0,0
80.81,13914.85,0,13,30.84,4,44,1.37,0.449,0,0,1,0,0,0,0,1,0,0,1,0,1,0
20.9,73573.52,0,1,450.8,3,9,3.6,0.839,1,0,0,0,0,1,0,0,0,1,0,0,0,0
35.47,54494.48,0,13,242.44,2,83,1.74,0.619,0,1,0,1,0,0,0,0,0,0,1,0,1,0
253.15,51608.12,1,3,399.09,3,156,2.47,0.672,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99.28,1115.86,1,12,114.06,0,122,1.13,0.585,1,0,0,0,1,1,0,0,0,0,1,1,0,1
101.65,89928.69,0,2,358.27,3,103,5.35,0.33,0,0,1,1,0,0,0,0,1,0,1,0,0,0
23.7,4414.11,0,5,24.86,2,169,15.9,0.77,0,1,0,1,0,0,0,1,0,0,1,1,0,0
47.69,38437.65,0,8,332.62,4,87,0.19,0.506,0,0,1,0,0,1,0,0,0,1,0,1,0,0
88.94,65768.44,0,14,320.13,1,13,10.41,0.718,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0.77,48575.14,0,14,175.48,1,162,7.1,0.808,1,0,1,1,0,0,0,0,0,1,0,1,0,1
28.3,97965.2,0,9,379.49,0,214,0.84,0.088,0,0,0,1,0,0,0,0,1,1,0,1,0,0
51.49,17107.7,1,18,18.47,4,102,2.78,0.232,0,1,0,0,0,1,0,0,0,1,0,0,0,1
66.66,603.91,0,14,497.98,0,14,0.43,0.607,0,1,0,1,0,0,0,1,0,0,0,0,0,0
78.06,5120.81,0,16,156.52,2,217,1.15,0.497,0,1,0,1,0,0,1,0,0,0,0,1,0,0
3.11,22389.01,0,1,79.78,4,140,0.97,0.407,1,0,1,0,0,0,1,0,0,0,0,0,0,0
7.7,52813.47,0,12,64.09,1,53,4.16,0.343,0,1,0,1,0,0,0,0,1,0,0,1,0,0
39.53,75488.09,1,8,418.1,2,99,11.55,0.411,0,0,1,0,0,0,0,0,1,0,0,0,1,1
29.16,51821.74,0,15,369.45,1,77,3.75,0.932,0,0,0,1,0,0,0,0,1,0,1,1,0,0
6.31,64344.73,0,12,170.12,4,99,7.95,0.601,0,0,1,1,0,0,0,1,0,0,1,1,0,0
136.62,76576.22,0,8,144.16,0,190,10.91,0.003,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23.18,69847.39,0,10,298.98,2,109,0.63,0.581,0,1,0,0,1,0,1,0,0,1,0,1,0,0
175.1,26691.71,0,10,260.17,3,163,0.5,0.228,0,0,1,0,1,0,0,0,0,0,1,0,1,1
48.38,52348.39,0,19,145.27,3,98,4.27,0.44,0,1,0,0,0,1,0,0,0,0,0,0,1,0
77.39,12378.1,0,6,36.49,1,93,0.59,0.6,1,1,0,0,0,0,0,0,0,0,0,0,1,0
24.4,77587.15,0,4,460.5,3,189,1.3,0.524,0,1,0,0,1,0,0,0,1,1,0,0,1,0
43.09,62794.48,0,2,457.4,1,207,5.45,0.701,0,1,0,1,0,0,0,0,0,0,0,1,0,0
29.29,49510.89,1,17,122.92,4,154,1.75,0.074,0,1,0,1,0,0,0,0,1,0,1,0,0,0
18.57,4416.44,1,7,47.95,0,37,5.8,0.815,0,1,0,0,0,1,0,0,0,0,0,1,0,0
121.33,28811.93,1,5,106.63,0,56,2.61,0.505,1,1,0,0,0,1,0,0,0,0,0,0,1,0
17.48,8736.55,0,9,435.58,1,141,3.06,0.592,0,1,0,1,0,0,1,0,0,1,0,1,0,0
9.34,83684.23,0,7,480.55,2,71,5.16,0.065,1,1,0,1,0,0,0,0,1,1,0,1,0,0
39.39,68928.53,0,17,495.13,2,225,1.05,0.084,0,0,1,1,0,0,0,0,0,0,0,1,0,0
78.57,27556.27,0,8,54.52,3,137,1.96,0.946,0,0,1,0,0,1,0,0,0,0,0,0,1,1
101.26,57264.7,0,5,126.66,0,154,6.02,0.977,1,0,1,0,0,0,0,1,0,1,0,1,0,0
350.02,98871.09,0,18,37.38,4,71,7.82,0.835,0,1,0,1,0,0,0,0,0,0,0,0,1,0
121.69,92289.68,0,13,281.41,2,218,2.19,0.998,1,1,0,1,0,0,1,0,0,0,1,1,0,0
131.52,72048.19,1,12,312.42,3,106,5.3,0.469,1,0,1,1,0,0,0,0,1,1,0,1,0,1
